"filename","url","checksum_type","checksum","source_id","experiment_id","member_id","variable_id","table_id","grid_label"
"siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_205501-205912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_205501-205912.nc","SHA256","578734201c853761f8dfd30c69d5cbc7488bdfe8f197d81acc7c79a069cbf296","MPI-ESM1-2-HR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_206001-206412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_206001-206412.nc","SHA256","eae0c040c19aa208c8de42a1ff73c45659d813a409118e213be04b00343788e3","MPI-ESM1-2-HR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_206501-206912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_206501-206912.nc","SHA256","c22122e88bcbcb8f1d17b1af29c338f437a6bb6d7c8c61206c38c9798de4a19d","MPI-ESM1-2-HR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_207001-207412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_207001-207412.nc","SHA256","4d085b00fe8a8a6a1c100ebe1edab09d3b4e8c3b447d661dbd7599be32fa905e","MPI-ESM1-2-HR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_207501-207912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_207501-207912.nc","SHA256","b99beea8c87b3b2d20159cffd387f4c312b90a14496c45f73b5df5101d93b603","MPI-ESM1-2-HR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_208001-208412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_208001-208412.nc","SHA256","9b3fde106426cd150fb6d6c8de5678f4e997fc9465d6d8e9a701f2174aa3a7a2","MPI-ESM1-2-HR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_208501-208912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_208501-208912.nc","SHA256","96fea582f4bc0b17309e9f96f1b8063dcb59c04241d6e74897b80cd0695a2746","MPI-ESM1-2-HR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_209001-209412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_209001-209412.nc","SHA256","cb36524fa340d57e0a1c85f48cba15442eaa254f6b9255caf83d05d749cf9a4c","MPI-ESM1-2-HR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_209501-209912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_209501-209912.nc","SHA256","91615e950bea09b9ce72dc335ac999910950e3666ced3d75f241406088437c4b","MPI-ESM1-2-HR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_210001-210012.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_210001-210012.nc","SHA256","b4ef06454168237e783a5b4466f2b7fe8a268234a0f54e22e89ca63e257ad70d","MPI-ESM1-2-HR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_201501-201912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_201501-201912.nc","SHA256","74d9d71f8f8d39428370bc0c431ef3ba026c605b9a3acf3b495785cfc8d1aba1","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_202001-202412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_202001-202412.nc","SHA256","c062e3f15dd87149f01561bfe5ecc137071538f3a5c96efca5fe7486a5783491","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_202501-202912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_202501-202912.nc","SHA256","dd5851008b18887db6db98d1706c834d65b406b2ef50a0f8a030dfb39dc036bb","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_203001-203412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_203001-203412.nc","SHA256","9cb9fab9e967caf087b3f951f3d4e64f209e6d0e8a09f4a255e3585bea7c135e","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_203501-203912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_203501-203912.nc","SHA256","046d18ae6c51c7ef42c5de74711e8f7b35c5d92374227bd87acb28bb224dd839","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_204001-204412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_204001-204412.nc","SHA256","542995c45ee04ccdf77ea4c6ff6d589773060c6521761792686f7a4e4bc30e2c","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_204501-204912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_204501-204912.nc","SHA256","ac20055fe5feab05f8627a0ed9e503b41780a84bde4cfddc3a7e64d56815c955","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_205001-205412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_205001-205412.nc","SHA256","a8bd12b10ad1174430b1c5e12c78ffea587afe15c92b96e79f79aadaa54b29d5","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_205501-205912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_205501-205912.nc","SHA256","35ceeb41db5dd5aae528ff8934d93ed67d6dca7a1c9f2380e2cc7774057f7249","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_206001-206412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_206001-206412.nc","SHA256","76aadeea366010a6e60c2517d5214a5c11336ae4a4dca1c5cecd3cf30e4bb382","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_206501-206912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_206501-206912.nc","SHA256","aa961e2317d521716c84884fe2e63302e86fe76b882636c8fbe39d5557139f02","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_207001-207412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_207001-207412.nc","SHA256","de263b51696d5fccc934db711794ff8a2fd69dd02e853dfe75f1b9f89b0ffa5d","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_207501-207912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_207501-207912.nc","SHA256","db1c64be5b7720ff040113cf88e01120a1076c96b4eda637c5a7883ad9031bbe","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_208001-208412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_208001-208412.nc","SHA256","0c5206e6494f5f5b32ccc783a9abdb11043d5ef67fe3891496867eb6b732602f","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_208501-208912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_208501-208912.nc","SHA256","ad37be2a02087d56bcaefa49d1cf68837d3eff17105dbddcb803ae05fe3f29a5","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_209001-209412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_209001-209412.nc","SHA256","da64d73676036bb490297803569c63c3c3a8ae3b885d3eb3ec6704c42588dc28","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_209501-209912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_209501-209912.nc","SHA256","d1703aa1ed70f553a66d7d7e02f9eefe7a5829906114e9ca09ba93eaeab6fc8b","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_210001-210012.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp245_r1i1p1f1_gn_210001-210012.nc","SHA256","d7d5c83f51d155bfd01df7c3d1e9d0708eb87010d52f4a2a069bc76b81c19817","MPI-ESM1-2-HR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_201501-201912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_201501-201912.nc","SHA256","fa12fcf34ac14f6b6410b2a3e898a4ebcf2a8eb9f8b861500fb292431f9294fd","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_202001-202412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_202001-202412.nc","SHA256","fc7ba1d54dcc58ba5d94caac6bf313a22dbda531a5af5679e9a099a6e989d3a2","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_202501-202912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_202501-202912.nc","SHA256","231cdac0091fbb4ba833a4a71f6645df9924c2fd352c4426c8188e5c23169d65","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_203001-203412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_203001-203412.nc","SHA256","09642b1842e70b670f1b06cf3c0e27ffebba040e16e6580a7e83bea45f7edd0b","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_203501-203912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_203501-203912.nc","SHA256","f174e980716f69b6afd1f63d33fda5947962044ca26499082f874fb754d9fa1f","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_204001-204412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_204001-204412.nc","SHA256","18e8a2afdd03a8ab4fd9aaff73bda298da2e94e2076d9e50cf7c12079b688228","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_204501-204912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_204501-204912.nc","SHA256","2860096e97ef16dbf2d2ba9b32200e6de0ea449f6d0e86273386c05d5a3323f4","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_205001-205412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_205001-205412.nc","SHA256","401ca3fbc8de8b22e02e4420bc94e0e2ac86b7d1743e30d0dc624e50608f8dc6","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_205501-205912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_205501-205912.nc","SHA256","b69b71bf5ea6b451efb0dc101dd5d6817136514a850daa307a8e9c8710a1dbbc","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_206001-206412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_206001-206412.nc","SHA256","e11b7de8b8c7be8a39c4969d4990069f51d02ab6f098705903122b6fd025e32e","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_206501-206912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_206501-206912.nc","SHA256","31457b8d81dda10ddc74727bed9c4cef4a3190126d9874132d69628ac7da39ef","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_207001-207412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_207001-207412.nc","SHA256","387d306f2a3473ddd91b7b33cbd18216a10de2bb4c2e7fe666ad0726a32859f0","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_207501-207912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_207501-207912.nc","SHA256","ce06c5b65d09908872804ff2001e7335d1ceaaa2031e9806a84d9b5593a04aa2","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_208001-208412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_208001-208412.nc","SHA256","9884eef8a909d980edfdda9b31420363ee546b607390dfe5a03157aa7b5e8fdc","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_208501-208912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_208501-208912.nc","SHA256","d5e449ff8235e31aada457d04a31e9eec229a742fcb7bdeda951f7e18d7130b6","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_209001-209412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_209001-209412.nc","SHA256","8186ea3502abaf87e7307206a87158c923174f746c2c2ed0025c3b2566f6233c","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_209501-209912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_209501-209912.nc","SHA256","2ae6a5d3043589a9c0fbbdad57f65be5bfa4da3571491a65475064f989a7cd44","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_210001-210012.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-HR_ssp585_r1i1p1f1_gn_210001-210012.nc","SHA256","0c244045e044e1bde8172811ecb4fd83e6f84a7a7754bf99b06067d05b5d3c83","MPI-ESM1-2-HR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_185001-186912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_185001-186912.nc","SHA256","e0e9eb690d83a35644e30e17763140a44c270961d14a408fad4d05efe66ff316","MPI-ESM1-2-LR","historical","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_187001-188912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_187001-188912.nc","SHA256","d4661fa269f0c3921855b9d2b0445484d942ffc4989603a00813b2eeb8cc38e1","MPI-ESM1-2-LR","historical","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_189001-190912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_189001-190912.nc","SHA256","3beef550dddd5d60212968119cf0d3975fe2df9c583af01cdff463043ea4bc59","MPI-ESM1-2-LR","historical","r1i1p1f1","siconc","SImon","gn"
